"metric" "n_bands" "simulation" "n" "method" "value"
"F1" "7" "2" "45" "LASSO" 1e-04
"eTPR" "7" "2" "45" "LASSO" 1e-04
"eTNR" "7" "2" "45" "LASSO" 1e-04
"ePPV" "7" "2" "45" "LASSO" 1e-04
"d" "7" "2" "45" "LASSO" 1e-04
"time.user.self" "7" "2" "45" "LASSO" 1e-04
"time.sys.self" "7" "2" "45" "LASSO" 1e-04
"time.elapsed" "7" "2" "45" "LASSO" 1e-04
"time.user.child" "7" "2" "45" "LASSO" 1e-04
"time.sys.child" "7" "2" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "2" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "2" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "2" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "2" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "2" "45" "LASSO" 1e-04
"n.cv.par" "7" "2" "45" "LASSO" 1e-04
"lambda" "14" "2" "45" "LASSO" 1e-04
"lambdar0" "14" "2" "45" "LASSO" 1e-04
"kappa" "14" "2" "45" "LASSO" 1e-04
"condnum" "14" "2" "45" "LASSO" 1e-04
"EL" "14" "2" "45" "LASSO" 1e-04
"RMSE" "14" "2" "45" "LASSO" 1e-04
"F1" "14" "2" "45" "LASSO" 1e-04
"eTPR" "14" "2" "45" "LASSO" 1e-04
"eTNR" "14" "2" "45" "LASSO" 1e-04
"ePPV" "14" "2" "45" "LASSO" 1e-04
"d" "14" "2" "45" "LASSO" 1e-04
"time.user.self" "14" "2" "45" "LASSO" 1e-04
"time.sys.self" "14" "2" "45" "LASSO" 1e-04
"time.elapsed" "14" "2" "45" "LASSO" 1e-04
"time.user.child" "14" "2" "45" "LASSO" 1e-04
"time.sys.child" "14" "2" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "2" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "2" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "2" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "2" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "2" "45" "LASSO" 1e-04
"n.cv.par" "14" "2" "45" "LASSO" 1e-04
"lambda" "1" "3" "45" "LASSO" 1e-04
"lambdar0" "1" "3" "45" "LASSO" 1e-04
"kappa" "1" "3" "45" "LASSO" 1e-04
"condnum" "1" "3" "45" "LASSO" 1e-04
"EL" "1" "3" "45" "LASSO" 1e-04
"RMSE" "1" "3" "45" "LASSO" 1e-04
"F1" "1" "3" "45" "LASSO" 1e-04
"eTPR" "1" "3" "45" "LASSO" 1e-04
"eTNR" "1" "3" "45" "LASSO" 1e-04
"ePPV" "1" "3" "45" "LASSO" 1e-04
"d" "1" "3" "45" "LASSO" 1e-04
"time.user.self" "1" "3" "45" "LASSO" 1e-04
"time.sys.self" "1" "3" "45" "LASSO" 1e-04
"time.elapsed" "1" "3" "45" "LASSO" 1e-04
"time.user.child" "1" "3" "45" "LASSO" 1e-04
"time.sys.child" "1" "3" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "3" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "3" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "3" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "3" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "3" "45" "LASSO" 1e-04
"n.cv.par" "1" "3" "45" "LASSO" 1e-04
"lambda" "7" "3" "45" "LASSO" 1e-04
"lambdar0" "7" "3" "45" "LASSO" 1e-04
"kappa" "7" "3" "45" "LASSO" 1e-04
"condnum" "7" "3" "45" "LASSO" 1e-04
"EL" "7" "3" "45" "LASSO" 1e-04
"RMSE" "7" "3" "45" "LASSO" 1e-04
"F1" "7" "3" "45" "LASSO" 1e-04
"eTPR" "7" "3" "45" "LASSO" 1e-04
"eTNR" "7" "3" "45" "LASSO" 1e-04
"ePPV" "7" "3" "45" "LASSO" 1e-04
"d" "7" "3" "45" "LASSO" 1e-04
"time.user.self" "7" "3" "45" "LASSO" 1e-04
"time.sys.self" "7" "3" "45" "LASSO" 1e-04
"time.elapsed" "7" "3" "45" "LASSO" 1e-04
"time.user.child" "7" "3" "45" "LASSO" 1e-04
"time.sys.child" "7" "3" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "3" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "3" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "3" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "3" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "3" "45" "LASSO" 1e-04
"n.cv.par" "7" "3" "45" "LASSO" 1e-04
"lambda" "14" "3" "45" "LASSO" 1e-04
"lambdar0" "14" "3" "45" "LASSO" 1e-04
"kappa" "14" "3" "45" "LASSO" 1e-04
"condnum" "14" "3" "45" "LASSO" 1e-04
"EL" "14" "3" "45" "LASSO" 1e-04
"RMSE" "14" "3" "45" "LASSO" 1e-04
"F1" "14" "3" "45" "LASSO" 1e-04
"eTPR" "14" "3" "45" "LASSO" 1e-04
"eTNR" "14" "3" "45" "LASSO" 1e-04
"ePPV" "14" "3" "45" "LASSO" 1e-04
"d" "14" "3" "45" "LASSO" 1e-04
"time.user.self" "14" "3" "45" "LASSO" 1e-04
"time.sys.self" "14" "3" "45" "LASSO" 1e-04
"time.elapsed" "14" "3" "45" "LASSO" 1e-04
"time.user.child" "14" "3" "45" "LASSO" 1e-04
"time.sys.child" "14" "3" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "3" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "3" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "3" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "3" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "3" "45" "LASSO" 1e-04
"n.cv.par" "14" "3" "45" "LASSO" 1e-04
"lambda" "1" "4" "45" "LASSO" 1e-04
"lambdar0" "1" "4" "45" "LASSO" 1e-04
"kappa" "1" "4" "45" "LASSO" 1e-04
"condnum" "1" "4" "45" "LASSO" 1e-04
"EL" "1" "4" "45" "LASSO" 1e-04
"RMSE" "1" "4" "45" "LASSO" 1e-04
"F1" "1" "4" "45" "LASSO" 1e-04
"eTPR" "1" "4" "45" "LASSO" 1e-04
"eTNR" "1" "4" "45" "LASSO" 1e-04
"ePPV" "1" "4" "45" "LASSO" 1e-04
"d" "1" "4" "45" "LASSO" 1e-04
"time.user.self" "1" "4" "45" "LASSO" 1e-04
"time.sys.self" "1" "4" "45" "LASSO" 1e-04
"time.elapsed" "1" "4" "45" "LASSO" 1e-04
"time.user.child" "1" "4" "45" "LASSO" 1e-04
"time.sys.child" "1" "4" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "4" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "4" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "4" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "4" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "4" "45" "LASSO" 1e-04
"n.cv.par" "1" "4" "45" "LASSO" 1e-04
"lambda" "7" "4" "45" "LASSO" 1e-04
"lambdar0" "7" "4" "45" "LASSO" 1e-04
"kappa" "7" "4" "45" "LASSO" 1e-04
"condnum" "7" "4" "45" "LASSO" 1e-04
"EL" "7" "4" "45" "LASSO" 1e-04
"RMSE" "7" "4" "45" "LASSO" 1e-04
"F1" "7" "4" "45" "LASSO" 1e-04
"eTPR" "7" "4" "45" "LASSO" 1e-04
"eTNR" "7" "4" "45" "LASSO" 1e-04
"ePPV" "7" "4" "45" "LASSO" 1e-04
"d" "7" "4" "45" "LASSO" 1e-04
"time.user.self" "7" "4" "45" "LASSO" 1e-04
"time.sys.self" "7" "4" "45" "LASSO" 1e-04
"time.elapsed" "7" "4" "45" "LASSO" 1e-04
"time.user.child" "7" "4" "45" "LASSO" 1e-04
"time.sys.child" "7" "4" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "4" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "4" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "4" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "4" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "4" "45" "LASSO" 1e-04
"n.cv.par" "7" "4" "45" "LASSO" 1e-04
"lambda" "14" "4" "45" "LASSO" 1e-04
"lambdar0" "14" "4" "45" "LASSO" 1e-04
"kappa" "14" "4" "45" "LASSO" 1e-04
"condnum" "14" "4" "45" "LASSO" 1e-04
"EL" "14" "4" "45" "LASSO" 1e-04
"RMSE" "14" "4" "45" "LASSO" 1e-04
"F1" "14" "4" "45" "LASSO" 1e-04
"eTPR" "14" "4" "45" "LASSO" 1e-04
"eTNR" "14" "4" "45" "LASSO" 1e-04
"ePPV" "14" "4" "45" "LASSO" 1e-04
"d" "14" "4" "45" "LASSO" 1e-04
"time.user.self" "14" "4" "45" "LASSO" 1e-04
"time.sys.self" "14" "4" "45" "LASSO" 1e-04
"time.elapsed" "14" "4" "45" "LASSO" 1e-04
"time.user.child" "14" "4" "45" "LASSO" 1e-04
"time.sys.child" "14" "4" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "4" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "4" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "4" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "4" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "4" "45" "LASSO" 1e-04
"n.cv.par" "14" "4" "45" "LASSO" 1e-04
"lambda" "1" "5" "45" "LASSO" 1e-04
"lambdar0" "1" "5" "45" "LASSO" 1e-04
"kappa" "1" "5" "45" "LASSO" 1e-04
"condnum" "1" "5" "45" "LASSO" 1e-04
"EL" "1" "5" "45" "LASSO" 1e-04
"RMSE" "1" "5" "45" "LASSO" 1e-04
"F1" "1" "5" "45" "LASSO" 1e-04
"eTPR" "1" "5" "45" "LASSO" 1e-04
"eTNR" "1" "5" "45" "LASSO" 1e-04
"ePPV" "1" "5" "45" "LASSO" 1e-04
"d" "1" "5" "45" "LASSO" 1e-04
"time.user.self" "1" "5" "45" "LASSO" 1e-04
"time.sys.self" "1" "5" "45" "LASSO" 1e-04
"time.elapsed" "1" "5" "45" "LASSO" 1e-04
"time.user.child" "1" "5" "45" "LASSO" 1e-04
"time.sys.child" "1" "5" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "5" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "5" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "5" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "5" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "5" "45" "LASSO" 1e-04
"n.cv.par" "1" "5" "45" "LASSO" 1e-04
"lambda" "7" "5" "45" "LASSO" 1e-04
"lambdar0" "7" "5" "45" "LASSO" 1e-04
"kappa" "7" "5" "45" "LASSO" 1e-04
"condnum" "7" "5" "45" "LASSO" 1e-04
"EL" "7" "5" "45" "LASSO" 1e-04
"RMSE" "7" "5" "45" "LASSO" 1e-04
"F1" "7" "5" "45" "LASSO" 1e-04
"eTPR" "7" "5" "45" "LASSO" 1e-04
"eTNR" "7" "5" "45" "LASSO" 1e-04
"ePPV" "7" "5" "45" "LASSO" 1e-04
"d" "7" "5" "45" "LASSO" 1e-04
"time.user.self" "7" "5" "45" "LASSO" 1e-04
"time.sys.self" "7" "5" "45" "LASSO" 1e-04
"time.elapsed" "7" "5" "45" "LASSO" 1e-04
"time.user.child" "7" "5" "45" "LASSO" 1e-04
"time.sys.child" "7" "5" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "5" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "5" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "5" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "5" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "5" "45" "LASSO" 1e-04
"n.cv.par" "7" "5" "45" "LASSO" 1e-04
"lambda" "14" "5" "45" "LASSO" 1e-04
"lambdar0" "14" "5" "45" "LASSO" 1e-04
"kappa" "14" "5" "45" "LASSO" 1e-04
"condnum" "14" "5" "45" "LASSO" 1e-04
"EL" "14" "5" "45" "LASSO" 1e-04
"RMSE" "14" "5" "45" "LASSO" 1e-04
"F1" "14" "5" "45" "LASSO" 1e-04
"eTPR" "14" "5" "45" "LASSO" 1e-04
"eTNR" "14" "5" "45" "LASSO" 1e-04
"ePPV" "14" "5" "45" "LASSO" 1e-04
"d" "14" "5" "45" "LASSO" 1e-04
"time.user.self" "14" "5" "45" "LASSO" 1e-04
"time.sys.self" "14" "5" "45" "LASSO" 1e-04
"time.elapsed" "14" "5" "45" "LASSO" 1e-04
"time.user.child" "14" "5" "45" "LASSO" 1e-04
"time.sys.child" "14" "5" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "5" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "5" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "5" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "5" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "5" "45" "LASSO" 1e-04
"n.cv.par" "14" "5" "45" "LASSO" 1e-04
"lambda" "1" "6" "45" "LASSO" 1e-04
"lambdar0" "1" "6" "45" "LASSO" 1e-04
"kappa" "1" "6" "45" "LASSO" 1e-04
"condnum" "1" "6" "45" "LASSO" 1e-04
"EL" "1" "6" "45" "LASSO" 1e-04
"RMSE" "1" "6" "45" "LASSO" 1e-04
"F1" "1" "6" "45" "LASSO" 1e-04
"eTPR" "1" "6" "45" "LASSO" 1e-04
"eTNR" "1" "6" "45" "LASSO" 1e-04
"ePPV" "1" "6" "45" "LASSO" 1e-04
"d" "1" "6" "45" "LASSO" 1e-04
"time.user.self" "1" "6" "45" "LASSO" 1e-04
"time.sys.self" "1" "6" "45" "LASSO" 1e-04
"time.elapsed" "1" "6" "45" "LASSO" 1e-04
"time.user.child" "1" "6" "45" "LASSO" 1e-04
"time.sys.child" "1" "6" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "6" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "6" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "6" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "6" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "6" "45" "LASSO" 1e-04
"n.cv.par" "1" "6" "45" "LASSO" 1e-04
"lambda" "7" "6" "45" "LASSO" 1e-04
"lambdar0" "7" "6" "45" "LASSO" 1e-04
"kappa" "7" "6" "45" "LASSO" 1e-04
"condnum" "7" "6" "45" "LASSO" 1e-04
"EL" "7" "6" "45" "LASSO" 1e-04
"RMSE" "7" "6" "45" "LASSO" 1e-04
"F1" "7" "6" "45" "LASSO" 1e-04
"eTPR" "7" "6" "45" "LASSO" 1e-04
"eTNR" "7" "6" "45" "LASSO" 1e-04
"ePPV" "7" "6" "45" "LASSO" 1e-04
"d" "7" "6" "45" "LASSO" 1e-04
"time.user.self" "7" "6" "45" "LASSO" 1e-04
"time.sys.self" "7" "6" "45" "LASSO" 1e-04
"time.elapsed" "7" "6" "45" "LASSO" 1e-04
"time.user.child" "7" "6" "45" "LASSO" 1e-04
"time.sys.child" "7" "6" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "6" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "6" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "6" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "6" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "6" "45" "LASSO" 1e-04
"n.cv.par" "7" "6" "45" "LASSO" 1e-04
"lambda" "14" "6" "45" "LASSO" 1e-04
"lambdar0" "14" "6" "45" "LASSO" 1e-04
"kappa" "14" "6" "45" "LASSO" 1e-04
"condnum" "14" "6" "45" "LASSO" 1e-04
"EL" "14" "6" "45" "LASSO" 1e-04
"RMSE" "14" "6" "45" "LASSO" 1e-04
"F1" "14" "6" "45" "LASSO" 1e-04
"eTPR" "14" "6" "45" "LASSO" 1e-04
"eTNR" "14" "6" "45" "LASSO" 1e-04
"ePPV" "14" "6" "45" "LASSO" 1e-04
"d" "14" "6" "45" "LASSO" 1e-04
"time.user.self" "14" "6" "45" "LASSO" 1e-04
"time.sys.self" "14" "6" "45" "LASSO" 1e-04
"time.elapsed" "14" "6" "45" "LASSO" 1e-04
"time.user.child" "14" "6" "45" "LASSO" 1e-04
"time.sys.child" "14" "6" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "6" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "6" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "6" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "6" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "6" "45" "LASSO" 1e-04
"n.cv.par" "14" "6" "45" "LASSO" 1e-04
"lambda" "1" "7" "45" "LASSO" 1e-04
"lambdar0" "1" "7" "45" "LASSO" 1e-04
"kappa" "1" "7" "45" "LASSO" 1e-04
"condnum" "1" "7" "45" "LASSO" 1e-04
"EL" "1" "7" "45" "LASSO" 1e-04
"RMSE" "1" "7" "45" "LASSO" 1e-04
"F1" "1" "7" "45" "LASSO" 1e-04
"eTPR" "1" "7" "45" "LASSO" 1e-04
"eTNR" "1" "7" "45" "LASSO" 1e-04
"ePPV" "1" "7" "45" "LASSO" 1e-04
"d" "1" "7" "45" "LASSO" 1e-04
"time.user.self" "1" "7" "45" "LASSO" 1e-04
"time.sys.self" "1" "7" "45" "LASSO" 1e-04
"time.elapsed" "1" "7" "45" "LASSO" 1e-04
"time.user.child" "1" "7" "45" "LASSO" 1e-04
"time.sys.child" "1" "7" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "7" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "7" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "7" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "7" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "7" "45" "LASSO" 1e-04
"n.cv.par" "1" "7" "45" "LASSO" 1e-04
"lambda" "7" "7" "45" "LASSO" 1e-04
"lambdar0" "7" "7" "45" "LASSO" 1e-04
"kappa" "7" "7" "45" "LASSO" 1e-04
"condnum" "7" "7" "45" "LASSO" 1e-04
"EL" "7" "7" "45" "LASSO" 1e-04
"RMSE" "7" "7" "45" "LASSO" 1e-04
"F1" "7" "7" "45" "LASSO" 1e-04
"eTPR" "7" "7" "45" "LASSO" 1e-04
"eTNR" "7" "7" "45" "LASSO" 1e-04
"ePPV" "7" "7" "45" "LASSO" 1e-04
"d" "7" "7" "45" "LASSO" 1e-04
"time.user.self" "7" "7" "45" "LASSO" 1e-04
"time.sys.self" "7" "7" "45" "LASSO" 1e-04
"time.elapsed" "7" "7" "45" "LASSO" 1e-04
"time.user.child" "7" "7" "45" "LASSO" 1e-04
"time.sys.child" "7" "7" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "7" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "7" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "7" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "7" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "7" "45" "LASSO" 1e-04
"n.cv.par" "7" "7" "45" "LASSO" 1e-04
"lambda" "14" "7" "45" "LASSO" 1e-04
"lambdar0" "14" "7" "45" "LASSO" 1e-04
"kappa" "14" "7" "45" "LASSO" 1e-04
"condnum" "14" "7" "45" "LASSO" 1e-04
"EL" "14" "7" "45" "LASSO" 1e-04
"RMSE" "14" "7" "45" "LASSO" 1e-04
"F1" "14" "7" "45" "LASSO" 1e-04
"eTPR" "14" "7" "45" "LASSO" 1e-04
"eTNR" "14" "7" "45" "LASSO" 1e-04
"ePPV" "14" "7" "45" "LASSO" 1e-04
"d" "14" "7" "45" "LASSO" 1e-04
"time.user.self" "14" "7" "45" "LASSO" 1e-04
"time.sys.self" "14" "7" "45" "LASSO" 1e-04
"time.elapsed" "14" "7" "45" "LASSO" 1e-04
"time.user.child" "14" "7" "45" "LASSO" 1e-04
"time.sys.child" "14" "7" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "7" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "7" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "7" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "7" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "7" "45" "LASSO" 1e-04
"n.cv.par" "14" "7" "45" "LASSO" 1e-04
"lambda" "1" "8" "45" "LASSO" 1e-04
"lambdar0" "1" "8" "45" "LASSO" 1e-04
"kappa" "1" "8" "45" "LASSO" 1e-04
"condnum" "1" "8" "45" "LASSO" 1e-04
"EL" "1" "8" "45" "LASSO" 1e-04
"RMSE" "1" "8" "45" "LASSO" 1e-04
"F1" "1" "8" "45" "LASSO" 1e-04
"eTPR" "1" "8" "45" "LASSO" 1e-04
"eTNR" "1" "8" "45" "LASSO" 1e-04
"ePPV" "1" "8" "45" "LASSO" 1e-04
"d" "1" "8" "45" "LASSO" 1e-04
"time.user.self" "1" "8" "45" "LASSO" 1e-04
"time.sys.self" "1" "8" "45" "LASSO" 1e-04
"time.elapsed" "1" "8" "45" "LASSO" 1e-04
"time.user.child" "1" "8" "45" "LASSO" 1e-04
"time.sys.child" "1" "8" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "8" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "8" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "8" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "8" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "8" "45" "LASSO" 1e-04
"n.cv.par" "1" "8" "45" "LASSO" 1e-04
"lambda" "7" "8" "45" "LASSO" 1e-04
"lambdar0" "7" "8" "45" "LASSO" 1e-04
"kappa" "7" "8" "45" "LASSO" 1e-04
"condnum" "7" "8" "45" "LASSO" 1e-04
"EL" "7" "8" "45" "LASSO" 1e-04
"RMSE" "7" "8" "45" "LASSO" 1e-04
"F1" "7" "8" "45" "LASSO" 1e-04
"eTPR" "7" "8" "45" "LASSO" 1e-04
"eTNR" "7" "8" "45" "LASSO" 1e-04
"ePPV" "7" "8" "45" "LASSO" 1e-04
"d" "7" "8" "45" "LASSO" 1e-04
"time.user.self" "7" "8" "45" "LASSO" 1e-04
"time.sys.self" "7" "8" "45" "LASSO" 1e-04
