"metric" "n_bands" "simulation" "n" "method" "value"
"d" "14" "21" "45" "LASSO" 1e-04
"iters" "14" "21" "45" "LASSO" 1e-04
"time.user.self" "14" "21" "45" "LASSO" 1e-04
"time.sys.self" "14" "21" "45" "LASSO" 1e-04
"time.elapsed" "14" "21" "45" "LASSO" 1e-04
"time.user.child" "14" "21" "45" "LASSO" 1e-04
"time.sys.child" "14" "21" "45" "LASSO" 1e-04
"cv.iters" "14" "21" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "21" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "21" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "21" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "21" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "21" "45" "LASSO" 1e-04
"n.cv.par" "14" "21" "45" "LASSO" 1e-04
"lambda" "1" "22" "45" "LASSO" 1e-04
"lambdar0" "1" "22" "45" "LASSO" 1e-04
"kappa" "1" "22" "45" "LASSO" 1e-04
"condnum" "1" "22" "45" "LASSO" 1e-04
"EL" "1" "22" "45" "LASSO" 1e-04
"RMSE" "1" "22" "45" "LASSO" 1e-04
"F1" "1" "22" "45" "LASSO" 1e-04
"eTPR" "1" "22" "45" "LASSO" 1e-04
"eTNR" "1" "22" "45" "LASSO" 1e-04
"ePPV" "1" "22" "45" "LASSO" 1e-04
"d" "1" "22" "45" "LASSO" 1e-04
"iters" "1" "22" "45" "LASSO" 1e-04
"time.user.self" "1" "22" "45" "LASSO" 1e-04
"time.sys.self" "1" "22" "45" "LASSO" 1e-04
"time.elapsed" "1" "22" "45" "LASSO" 1e-04
"time.user.child" "1" "22" "45" "LASSO" 1e-04
"time.sys.child" "1" "22" "45" "LASSO" 1e-04
"cv.iters" "1" "22" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "22" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "22" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "22" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "22" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "22" "45" "LASSO" 1e-04
"n.cv.par" "1" "22" "45" "LASSO" 1e-04
"lambda" "7" "22" "45" "LASSO" 1e-04
"lambdar0" "7" "22" "45" "LASSO" 1e-04
"kappa" "7" "22" "45" "LASSO" 1e-04
"condnum" "7" "22" "45" "LASSO" 1e-04
"EL" "7" "22" "45" "LASSO" 1e-04
"RMSE" "7" "22" "45" "LASSO" 1e-04
"F1" "7" "22" "45" "LASSO" 1e-04
"eTPR" "7" "22" "45" "LASSO" 1e-04
"eTNR" "7" "22" "45" "LASSO" 1e-04
"ePPV" "7" "22" "45" "LASSO" 1e-04
"d" "7" "22" "45" "LASSO" 1e-04
"iters" "7" "22" "45" "LASSO" 1e-04
"time.user.self" "7" "22" "45" "LASSO" 1e-04
"time.sys.self" "7" "22" "45" "LASSO" 1e-04
"time.elapsed" "7" "22" "45" "LASSO" 1e-04
"time.user.child" "7" "22" "45" "LASSO" 1e-04
"time.sys.child" "7" "22" "45" "LASSO" 1e-04
"cv.iters" "7" "22" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "22" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "22" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "22" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "22" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "22" "45" "LASSO" 1e-04
"n.cv.par" "7" "22" "45" "LASSO" 1e-04
"lambda" "14" "22" "45" "LASSO" 1e-04
"lambdar0" "14" "22" "45" "LASSO" 1e-04
"kappa" "14" "22" "45" "LASSO" 1e-04
"condnum" "14" "22" "45" "LASSO" 1e-04
"EL" "14" "22" "45" "LASSO" 1e-04
"RMSE" "14" "22" "45" "LASSO" 1e-04
"F1" "14" "22" "45" "LASSO" 1e-04
"eTPR" "14" "22" "45" "LASSO" 1e-04
"eTNR" "14" "22" "45" "LASSO" 1e-04
"ePPV" "14" "22" "45" "LASSO" 1e-04
"d" "14" "22" "45" "LASSO" 1e-04
"iters" "14" "22" "45" "LASSO" 1e-04
"time.user.self" "14" "22" "45" "LASSO" 1e-04
"time.sys.self" "14" "22" "45" "LASSO" 1e-04
"time.elapsed" "14" "22" "45" "LASSO" 1e-04
"time.user.child" "14" "22" "45" "LASSO" 1e-04
"time.sys.child" "14" "22" "45" "LASSO" 1e-04
"cv.iters" "14" "22" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "22" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "22" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "22" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "22" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "22" "45" "LASSO" 1e-04
"n.cv.par" "14" "22" "45" "LASSO" 1e-04
"lambda" "1" "23" "45" "LASSO" 1e-04
"lambdar0" "1" "23" "45" "LASSO" 1e-04
"kappa" "1" "23" "45" "LASSO" 1e-04
"condnum" "1" "23" "45" "LASSO" 1e-04
"EL" "1" "23" "45" "LASSO" 1e-04
"RMSE" "1" "23" "45" "LASSO" 1e-04
"F1" "1" "23" "45" "LASSO" 1e-04
"eTPR" "1" "23" "45" "LASSO" 1e-04
"eTNR" "1" "23" "45" "LASSO" 1e-04
"ePPV" "1" "23" "45" "LASSO" 1e-04
"d" "1" "23" "45" "LASSO" 1e-04
"iters" "1" "23" "45" "LASSO" 1e-04
"time.user.self" "1" "23" "45" "LASSO" 1e-04
"time.sys.self" "1" "23" "45" "LASSO" 1e-04
"time.elapsed" "1" "23" "45" "LASSO" 1e-04
"time.user.child" "1" "23" "45" "LASSO" 1e-04
"time.sys.child" "1" "23" "45" "LASSO" 1e-04
"cv.iters" "1" "23" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "23" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "23" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "23" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "23" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "23" "45" "LASSO" 1e-04
"n.cv.par" "1" "23" "45" "LASSO" 1e-04
"lambda" "7" "23" "45" "LASSO" 1e-04
"lambdar0" "7" "23" "45" "LASSO" 1e-04
"kappa" "7" "23" "45" "LASSO" 1e-04
"condnum" "7" "23" "45" "LASSO" 1e-04
"EL" "7" "23" "45" "LASSO" 1e-04
"RMSE" "7" "23" "45" "LASSO" 1e-04
"F1" "7" "23" "45" "LASSO" 1e-04
"eTPR" "7" "23" "45" "LASSO" 1e-04
"eTNR" "7" "23" "45" "LASSO" 1e-04
"ePPV" "7" "23" "45" "LASSO" 1e-04
"d" "7" "23" "45" "LASSO" 1e-04
"iters" "7" "23" "45" "LASSO" 1e-04
"time.user.self" "7" "23" "45" "LASSO" 1e-04
"time.sys.self" "7" "23" "45" "LASSO" 1e-04
"time.elapsed" "7" "23" "45" "LASSO" 1e-04
"time.user.child" "7" "23" "45" "LASSO" 1e-04
"time.sys.child" "7" "23" "45" "LASSO" 1e-04
"cv.iters" "7" "23" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "23" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "23" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "23" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "23" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "23" "45" "LASSO" 1e-04
"n.cv.par" "7" "23" "45" "LASSO" 1e-04
"lambda" "14" "23" "45" "LASSO" 1e-04
"lambdar0" "14" "23" "45" "LASSO" 1e-04
"kappa" "14" "23" "45" "LASSO" 1e-04
"condnum" "14" "23" "45" "LASSO" 1e-04
"EL" "14" "23" "45" "LASSO" 1e-04
"RMSE" "14" "23" "45" "LASSO" 1e-04
"F1" "14" "23" "45" "LASSO" 1e-04
"eTPR" "14" "23" "45" "LASSO" 1e-04
"eTNR" "14" "23" "45" "LASSO" 1e-04
"ePPV" "14" "23" "45" "LASSO" 1e-04
"d" "14" "23" "45" "LASSO" 1e-04
"iters" "14" "23" "45" "LASSO" 1e-04
"time.user.self" "14" "23" "45" "LASSO" 1e-04
"time.sys.self" "14" "23" "45" "LASSO" 1e-04
"time.elapsed" "14" "23" "45" "LASSO" 1e-04
"time.user.child" "14" "23" "45" "LASSO" 1e-04
"time.sys.child" "14" "23" "45" "LASSO" 1e-04
"cv.iters" "14" "23" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "23" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "23" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "23" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "23" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "23" "45" "LASSO" 1e-04
"n.cv.par" "14" "23" "45" "LASSO" 1e-04
"lambda" "1" "24" "45" "LASSO" 1e-04
"lambdar0" "1" "24" "45" "LASSO" 1e-04
"kappa" "1" "24" "45" "LASSO" 1e-04
"condnum" "1" "24" "45" "LASSO" 1e-04
"EL" "1" "24" "45" "LASSO" 1e-04
"RMSE" "1" "24" "45" "LASSO" 1e-04
"F1" "1" "24" "45" "LASSO" 1e-04
"eTPR" "1" "24" "45" "LASSO" 1e-04
"eTNR" "1" "24" "45" "LASSO" 1e-04
"ePPV" "1" "24" "45" "LASSO" 1e-04
"d" "1" "24" "45" "LASSO" 1e-04
"iters" "1" "24" "45" "LASSO" 1e-04
"time.user.self" "1" "24" "45" "LASSO" 1e-04
"time.sys.self" "1" "24" "45" "LASSO" 1e-04
"time.elapsed" "1" "24" "45" "LASSO" 1e-04
"time.user.child" "1" "24" "45" "LASSO" 1e-04
"time.sys.child" "1" "24" "45" "LASSO" 1e-04
"cv.iters" "1" "24" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "24" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "24" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "24" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "24" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "24" "45" "LASSO" 1e-04
"n.cv.par" "1" "24" "45" "LASSO" 1e-04
"lambda" "7" "24" "45" "LASSO" 1e-04
"lambdar0" "7" "24" "45" "LASSO" 1e-04
"kappa" "7" "24" "45" "LASSO" 1e-04
"condnum" "7" "24" "45" "LASSO" 1e-04
"EL" "7" "24" "45" "LASSO" 1e-04
"RMSE" "7" "24" "45" "LASSO" 1e-04
"F1" "7" "24" "45" "LASSO" 1e-04
"eTPR" "7" "24" "45" "LASSO" 1e-04
"eTNR" "7" "24" "45" "LASSO" 1e-04
"ePPV" "7" "24" "45" "LASSO" 1e-04
"d" "7" "24" "45" "LASSO" 1e-04
"iters" "7" "24" "45" "LASSO" 1e-04
"time.user.self" "7" "24" "45" "LASSO" 1e-04
"time.sys.self" "7" "24" "45" "LASSO" 1e-04
"time.elapsed" "7" "24" "45" "LASSO" 1e-04
"time.user.child" "7" "24" "45" "LASSO" 1e-04
"time.sys.child" "7" "24" "45" "LASSO" 1e-04
"cv.iters" "7" "24" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "24" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "24" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "24" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "24" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "24" "45" "LASSO" 1e-04
"n.cv.par" "7" "24" "45" "LASSO" 1e-04
"lambda" "14" "24" "45" "LASSO" 1e-04
"lambdar0" "14" "24" "45" "LASSO" 1e-04
"kappa" "14" "24" "45" "LASSO" 1e-04
"condnum" "14" "24" "45" "LASSO" 1e-04
"EL" "14" "24" "45" "LASSO" 1e-04
"RMSE" "14" "24" "45" "LASSO" 1e-04
"F1" "14" "24" "45" "LASSO" 1e-04
"eTPR" "14" "24" "45" "LASSO" 1e-04
"eTNR" "14" "24" "45" "LASSO" 1e-04
"ePPV" "14" "24" "45" "LASSO" 1e-04
"d" "14" "24" "45" "LASSO" 1e-04
"iters" "14" "24" "45" "LASSO" 1e-04
"time.user.self" "14" "24" "45" "LASSO" 1e-04
"time.sys.self" "14" "24" "45" "LASSO" 1e-04
"time.elapsed" "14" "24" "45" "LASSO" 1e-04
"time.user.child" "14" "24" "45" "LASSO" 1e-04
"time.sys.child" "14" "24" "45" "LASSO" 1e-04
"cv.iters" "14" "24" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "24" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "24" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "24" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "24" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "24" "45" "LASSO" 1e-04
"n.cv.par" "14" "24" "45" "LASSO" 1e-04
"lambda" "1" "25" "45" "LASSO" 1e-04
"lambdar0" "1" "25" "45" "LASSO" 1e-04
"kappa" "1" "25" "45" "LASSO" 1e-04
"condnum" "1" "25" "45" "LASSO" 1e-04
"EL" "1" "25" "45" "LASSO" 1e-04
"RMSE" "1" "25" "45" "LASSO" 1e-04
"F1" "1" "25" "45" "LASSO" 1e-04
"eTPR" "1" "25" "45" "LASSO" 1e-04
"eTNR" "1" "25" "45" "LASSO" 1e-04
"ePPV" "1" "25" "45" "LASSO" 1e-04
"d" "1" "25" "45" "LASSO" 1e-04
"iters" "1" "25" "45" "LASSO" 1e-04
"time.user.self" "1" "25" "45" "LASSO" 1e-04
"time.sys.self" "1" "25" "45" "LASSO" 1e-04
"time.elapsed" "1" "25" "45" "LASSO" 1e-04
"time.user.child" "1" "25" "45" "LASSO" 1e-04
"time.sys.child" "1" "25" "45" "LASSO" 1e-04
"cv.iters" "1" "25" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "25" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "25" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "25" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "25" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "25" "45" "LASSO" 1e-04
"n.cv.par" "1" "25" "45" "LASSO" 1e-04
"lambda" "7" "25" "45" "LASSO" 1e-04
"lambdar0" "7" "25" "45" "LASSO" 1e-04
"kappa" "7" "25" "45" "LASSO" 1e-04
"condnum" "7" "25" "45" "LASSO" 1e-04
"EL" "7" "25" "45" "LASSO" 1e-04
"RMSE" "7" "25" "45" "LASSO" 1e-04
"F1" "7" "25" "45" "LASSO" 1e-04
"eTPR" "7" "25" "45" "LASSO" 1e-04
"eTNR" "7" "25" "45" "LASSO" 1e-04
"ePPV" "7" "25" "45" "LASSO" 1e-04
"d" "7" "25" "45" "LASSO" 1e-04
"iters" "7" "25" "45" "LASSO" 1e-04
"time.user.self" "7" "25" "45" "LASSO" 1e-04
"time.sys.self" "7" "25" "45" "LASSO" 1e-04
"time.elapsed" "7" "25" "45" "LASSO" 1e-04
"time.user.child" "7" "25" "45" "LASSO" 1e-04
"time.sys.child" "7" "25" "45" "LASSO" 1e-04
"cv.iters" "7" "25" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "25" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "25" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "25" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "25" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "25" "45" "LASSO" 1e-04
"n.cv.par" "7" "25" "45" "LASSO" 1e-04
"lambda" "14" "25" "45" "LASSO" 1e-04
"lambdar0" "14" "25" "45" "LASSO" 1e-04
"kappa" "14" "25" "45" "LASSO" 1e-04
"condnum" "14" "25" "45" "LASSO" 1e-04
"EL" "14" "25" "45" "LASSO" 1e-04
"RMSE" "14" "25" "45" "LASSO" 1e-04
"F1" "14" "25" "45" "LASSO" 1e-04
"eTPR" "14" "25" "45" "LASSO" 1e-04
"eTNR" "14" "25" "45" "LASSO" 1e-04
"ePPV" "14" "25" "45" "LASSO" 1e-04
"d" "14" "25" "45" "LASSO" 1e-04
"iters" "14" "25" "45" "LASSO" 1e-04
"time.user.self" "14" "25" "45" "LASSO" 1e-04
"time.sys.self" "14" "25" "45" "LASSO" 1e-04
"time.elapsed" "14" "25" "45" "LASSO" 1e-04
"time.user.child" "14" "25" "45" "LASSO" 1e-04
"time.sys.child" "14" "25" "45" "LASSO" 1e-04
"cv.iters" "14" "25" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "25" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "25" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "25" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "25" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "25" "45" "LASSO" 1e-04
"n.cv.par" "14" "25" "45" "LASSO" 1e-04
"lambda" "1" "26" "45" "LASSO" 1e-04
"lambdar0" "1" "26" "45" "LASSO" 1e-04
"kappa" "1" "26" "45" "LASSO" 1e-04
"condnum" "1" "26" "45" "LASSO" 1e-04
"EL" "1" "26" "45" "LASSO" 1e-04
"RMSE" "1" "26" "45" "LASSO" 1e-04
"F1" "1" "26" "45" "LASSO" 1e-04
"eTPR" "1" "26" "45" "LASSO" 1e-04
"eTNR" "1" "26" "45" "LASSO" 1e-04
"ePPV" "1" "26" "45" "LASSO" 1e-04
"d" "1" "26" "45" "LASSO" 1e-04
"iters" "1" "26" "45" "LASSO" 1e-04
"time.user.self" "1" "26" "45" "LASSO" 1e-04
"time.sys.self" "1" "26" "45" "LASSO" 1e-04
"time.elapsed" "1" "26" "45" "LASSO" 1e-04
"time.user.child" "1" "26" "45" "LASSO" 1e-04
"time.sys.child" "1" "26" "45" "LASSO" 1e-04
"cv.iters" "1" "26" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "26" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "26" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "26" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "26" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "26" "45" "LASSO" 1e-04
"n.cv.par" "1" "26" "45" "LASSO" 1e-04
"lambda" "7" "26" "45" "LASSO" 1e-04
"lambdar0" "7" "26" "45" "LASSO" 1e-04
"kappa" "7" "26" "45" "LASSO" 1e-04
"condnum" "7" "26" "45" "LASSO" 1e-04
"EL" "7" "26" "45" "LASSO" 1e-04
"RMSE" "7" "26" "45" "LASSO" 1e-04
"F1" "7" "26" "45" "LASSO" 1e-04
"eTPR" "7" "26" "45" "LASSO" 1e-04
"eTNR" "7" "26" "45" "LASSO" 1e-04
"ePPV" "7" "26" "45" "LASSO" 1e-04
"d" "7" "26" "45" "LASSO" 1e-04
"iters" "7" "26" "45" "LASSO" 1e-04
"time.user.self" "7" "26" "45" "LASSO" 1e-04
"time.sys.self" "7" "26" "45" "LASSO" 1e-04
"time.elapsed" "7" "26" "45" "LASSO" 1e-04
"time.user.child" "7" "26" "45" "LASSO" 1e-04
"time.sys.child" "7" "26" "45" "LASSO" 1e-04
"cv.iters" "7" "26" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "26" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "26" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "26" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "26" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "26" "45" "LASSO" 1e-04
"n.cv.par" "7" "26" "45" "LASSO" 1e-04
"lambda" "14" "26" "45" "LASSO" 1e-04
"lambdar0" "14" "26" "45" "LASSO" 1e-04
"kappa" "14" "26" "45" "LASSO" 1e-04
"condnum" "14" "26" "45" "LASSO" 1e-04
"EL" "14" "26" "45" "LASSO" 1e-04
"RMSE" "14" "26" "45" "LASSO" 1e-04
"F1" "14" "26" "45" "LASSO" 1e-04
"eTPR" "14" "26" "45" "LASSO" 1e-04
"eTNR" "14" "26" "45" "LASSO" 1e-04
"ePPV" "14" "26" "45" "LASSO" 1e-04
"d" "14" "26" "45" "LASSO" 1e-04
"iters" "14" "26" "45" "LASSO" 1e-04
"time.user.self" "14" "26" "45" "LASSO" 1e-04
"time.sys.self" "14" "26" "45" "LASSO" 1e-04
"time.elapsed" "14" "26" "45" "LASSO" 1e-04
"time.user.child" "14" "26" "45" "LASSO" 1e-04
"time.sys.child" "14" "26" "45" "LASSO" 1e-04
"cv.iters" "14" "26" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "26" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "26" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "26" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "26" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "26" "45" "LASSO" 1e-04
"n.cv.par" "14" "26" "45" "LASSO" 1e-04
"lambda" "1" "27" "45" "LASSO" 1e-04
"lambdar0" "1" "27" "45" "LASSO" 1e-04
"kappa" "1" "27" "45" "LASSO" 1e-04
"condnum" "1" "27" "45" "LASSO" 1e-04
"EL" "1" "27" "45" "LASSO" 1e-04
"RMSE" "1" "27" "45" "LASSO" 1e-04
"F1" "1" "27" "45" "LASSO" 1e-04
"eTPR" "1" "27" "45" "LASSO" 1e-04
"eTNR" "1" "27" "45" "LASSO" 1e-04
"ePPV" "1" "27" "45" "LASSO" 1e-04
"d" "1" "27" "45" "LASSO" 1e-04
"iters" "1" "27" "45" "LASSO" 1e-04
"time.user.self" "1" "27" "45" "LASSO" 1e-04
"time.sys.self" "1" "27" "45" "LASSO" 1e-04
"time.elapsed" "1" "27" "45" "LASSO" 1e-04
"time.user.child" "1" "27" "45" "LASSO" 1e-04
"time.sys.child" "1" "27" "45" "LASSO" 1e-04
"cv.iters" "1" "27" "45" "LASSO" 1e-04
"cv.time.user.self" "1" "27" "45" "LASSO" 1e-04
"cv.time.sys.self" "1" "27" "45" "LASSO" 1e-04
"cv.time.elapsed" "1" "27" "45" "LASSO" 1e-04
"cv.time.user.child" "1" "27" "45" "LASSO" 1e-04
"cv.time.sys.child" "1" "27" "45" "LASSO" 1e-04
"n.cv.par" "1" "27" "45" "LASSO" 1e-04
"lambda" "7" "27" "45" "LASSO" 1e-04
"lambdar0" "7" "27" "45" "LASSO" 1e-04
"kappa" "7" "27" "45" "LASSO" 1e-04
"condnum" "7" "27" "45" "LASSO" 1e-04
"EL" "7" "27" "45" "LASSO" 1e-04
"RMSE" "7" "27" "45" "LASSO" 1e-04
"F1" "7" "27" "45" "LASSO" 1e-04
"eTPR" "7" "27" "45" "LASSO" 1e-04
"eTNR" "7" "27" "45" "LASSO" 1e-04
"ePPV" "7" "27" "45" "LASSO" 1e-04
"d" "7" "27" "45" "LASSO" 1e-04
"iters" "7" "27" "45" "LASSO" 1e-04
"time.user.self" "7" "27" "45" "LASSO" 1e-04
"time.sys.self" "7" "27" "45" "LASSO" 1e-04
"time.elapsed" "7" "27" "45" "LASSO" 1e-04
"time.user.child" "7" "27" "45" "LASSO" 1e-04
"time.sys.child" "7" "27" "45" "LASSO" 1e-04
"cv.iters" "7" "27" "45" "LASSO" 1e-04
"cv.time.user.self" "7" "27" "45" "LASSO" 1e-04
"cv.time.sys.self" "7" "27" "45" "LASSO" 1e-04
"cv.time.elapsed" "7" "27" "45" "LASSO" 1e-04
"cv.time.user.child" "7" "27" "45" "LASSO" 1e-04
"cv.time.sys.child" "7" "27" "45" "LASSO" 1e-04
"n.cv.par" "7" "27" "45" "LASSO" 1e-04
"lambda" "14" "27" "45" "LASSO" 1e-04
"lambdar0" "14" "27" "45" "LASSO" 1e-04
"kappa" "14" "27" "45" "LASSO" 1e-04
"condnum" "14" "27" "45" "LASSO" 1e-04
"EL" "14" "27" "45" "LASSO" 1e-04
"RMSE" "14" "27" "45" "LASSO" 1e-04
"F1" "14" "27" "45" "LASSO" 1e-04
"eTPR" "14" "27" "45" "LASSO" 1e-04
"eTNR" "14" "27" "45" "LASSO" 1e-04
"ePPV" "14" "27" "45" "LASSO" 1e-04
"d" "14" "27" "45" "LASSO" 1e-04
"iters" "14" "27" "45" "LASSO" 1e-04
"time.user.self" "14" "27" "45" "LASSO" 1e-04
"time.sys.self" "14" "27" "45" "LASSO" 1e-04
"time.elapsed" "14" "27" "45" "LASSO" 1e-04
"time.user.child" "14" "27" "45" "LASSO" 1e-04
"time.sys.child" "14" "27" "45" "LASSO" 1e-04
"cv.iters" "14" "27" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "27" "45" "LASSO" 1e-04
